Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,lifecycle:transition,description,defectType,phoneType,numberRepairs,defectFixed
1051,Test Repair,Tester1,1970-01-23 17:35:00.000,1970-01-23 17:40:00.000,Variant 45,45,complete,Simulated process instance,,,2,true
1052,Register,System,1970-01-22 21:57:00.000,1970-01-22 21:57:00.000,Variant 10,10,complete,Simulated process instance,,,,
1052,Analyze Defect,Tester2,1970-01-22 21:57:00.000,1970-01-22 22:03:00.000,Variant 10,10,complete,Simulated process instance,7,T3,,
1052,Repair (Complex),SolverC1,1970-01-22 22:19:00.000,1970-01-22 22:36:00.000,Variant 10,10,complete,Simulated process instance,,,,
1052,Inform User,System,1970-01-22 22:19:00.000,1970-01-22 22:19:00.000,Variant 10,10,complete,Simulated process instance,,,,
1052,Test Repair,Tester2,1970-01-22 22:36:00.000,1970-01-22 22:42:00.000,Variant 10,10,complete,Simulated process instance,,,0,true
1053,Register,System,1970-01-22 21:17:00.000,1970-01-22 21:17:00.000,Variant 12,12,complete,Simulated process instance,,,,
1053,Analyze Defect,Tester2,1970-01-22 21:17:00.000,1970-01-22 21:27:00.000,Variant 12,12,complete,Simulated process instance,2,T1,,
1053,Repair (Simple),SolverS2,1970-01-22 21:43:00.000,1970-01-22 21:49:00.000,Variant 12,12,complete,Simulated process instance,,,,
1053,Test Repair,Tester3,1970-01-22 21:49:00.000,1970-01-22 21:55:00.000,Variant 12,12,complete,Simulated process instance,,,1,true
1053,Inform User,System,1970-01-22 22:14:00.000,1970-01-22 22:14:00.000,Variant 12,12,complete,Simulated process instance,,,,
1054,Register,System,1970-01-23 15:51:00.000,1970-01-23 15:51:00.000,Variant 29,29,complete,Simulated process instance,,,,
1054,Analyze Defect,Tester4,1970-01-23 15:51:00.000,1970-01-23 16:00:00.000,Variant 29,29,complete,Simulated process instance,2,T3,,
1054,Inform User,System,1970-01-23 16:27:00.000,1970-01-23 16:27:00.000,Variant 29,29,complete,Simulated process instance,,,,
1054,Repair (Simple),SolverS2,1970-01-23 16:28:00.000,1970-01-23 16:34:00.000,Variant 29,29,complete,Simulated process instance,,,,
1054,Test Repair,Tester3,1970-01-23 16:34:00.000,1970-01-23 16:40:00.000,Variant 29,29,complete,Simulated process instance,,,1,true
1055,Register,System,1970-01-22 17:14:00.000,1970-01-22 17:14:00.000,Variant 12,12,complete,Simulated process instance,,,,
1055,Analyze Defect,Tester2,1970-01-22 17:14:00.000,1970-01-22 17:23:00.000,Variant 12,12,complete,Simulated process instance,2,T3,,
1055,Repair (Simple),SolverS2,1970-01-22 17:46:00.000,1970-01-22 17:57:00.000,Variant 12,12,complete,Simulated process instance,,,,
1055,Test Repair,Tester2,1970-01-22 17:57:00.000,1970-01-22 18:07:00.000,Variant 12,12,complete,Simulated process instance,,,1,true
1055,Inform User,System,1970-01-22 18:09:00.000,1970-01-22 18:09:00.000,Variant 12,12,complete,Simulated process instance,,,,
1056,Register,System,1970-01-22 13:35:00.000,1970-01-22 13:35:00.000,Variant 33,33,complete,Simulated process instance,,,,
1056,Analyze Defect,Tester4,1970-01-22 13:35:00.000,1970-01-22 13:41:00.000,Variant 33,33,complete,Simulated process instance,2,T3,,
1056,Repair (Simple),SolverS1,1970-01-22 13:46:00.000,1970-01-22 13:51:00.000,Variant 33,33,complete,Simulated process instance,,,,
1056,Test Repair,Tester3,1970-01-22 13:51:00.000,1970-01-22 13:59:00.000,Variant 33,33,complete,Simulated process instance,,,1,false
1056,Restart Repair,System,1970-01-22 14:08:00.000,1970-01-22 14:08:00.000,Variant 33,33,complete,Simulated process instance,,,,
1056,Repair (Simple),SolverS2,1970-01-22 14:08:00.000,1970-01-22 14:20:00.000,Variant 33,33,complete,Simulated process instance,,,,
1056,Inform User,System,1970-01-22 14:19:00.000,1970-01-22 14:19:00.000,Variant 33,33,complete,Simulated process instance,,,,
1056,Test Repair,Tester2,1970-01-22 14:20:00.000,1970-01-22 14:30:00.000,Variant 33,33,complete,Simulated process instance,,,2,true
1057,Register,System,1970-01-24 03:43:00.000,1970-01-24 03:43:00.000,Variant 26,26,complete,Simulated process instance,,,,
1057,Analyze Defect,Tester3,1970-01-24 03:43:00.000,1970-01-24 03:48:00.000,Variant 26,26,complete,Simulated process instance,7,T2,,
1057,Inform User,System,1970-01-24 04:06:00.000,1970-01-24 04:06:00.000,Variant 26,26,complete,Simulated process instance,,,,
1057,Repair (Complex),SolverC2,1970-01-24 04:16:00.000,1970-01-24 04:30:00.000,Variant 26,26,complete,Simulated process instance,,,,
1057,Test Repair,Tester4,1970-01-24 04:30:00.000,1970-01-24 04:38:00.000,Variant 26,26,complete,Simulated process instance,,,0,true
1058,Register,System,1970-01-24 02:58:00.000,1970-01-24 02:58:00.000,Variant 51,51,complete,Simulated process instance,,,,
1058,Analyze Defect,Tester3,1970-01-24 02:58:00.000,1970-01-24 03:06:00.000,Variant 51,51,complete,Simulated process instance,5,T1,,
1058,Inform User,System,1970-01-24 03:23:00.000,1970-01-24 03:23:00.000,Variant 51,51,complete,Simulated process instance,,,,
1058,Repair (Simple),SolverS2,1970-01-24 03:31:00.000,1970-01-24 03:42:00.000,Variant 51,51,complete,Simulated process instance,,,,
1058,Test Repair,Tester1,1970-01-24 03:42:00.000,1970-01-24 03:50:00.000,Variant 51,51,complete,Simulated process instance,,,1,false
1058,Restart Repair,System,1970-01-24 03:57:00.000,1970-01-24 03:57:00.000,Variant 51,51,complete,Simulated process instance,,,,
1058,Repair (Complex),SolverC1,1970-01-24 03:57:00.000,1970-01-24 04:16:00.000,Variant 51,51,complete,Simulated process instance,,,,
1058,Test Repair,Tester6,1970-01-24 04:16:00.000,1970-01-24 04:25:00.000,Variant 51,51,complete,Simulated process instance,,,1,true
1059,Register,System,1970-01-24 04:04:00.000,1970-01-24 04:04:00.000,Variant 13,13,complete,Simulated process instance,,,,
1059,Analyze Defect,Tester5,1970-01-24 04:04:00.000,1970-01-24 04:11:00.000,Variant 13,13,complete,Simulated process instance,7,T2,,
1059,Repair (Complex),SolverC1,1970-01-24 04:25:00.000,1970-01-24 04:43:00.000,Variant 13,13,complete,Simulated process instance,,,,
1059,Test Repair,Tester6,1970-01-24 04:43:00.000,1970-01-24 04:50:00.000,Variant 13,13,complete,Simulated process instance,,,0,true
1059,Inform User,System,1970-01-24 04:59:00.000,1970-01-24 04:59:00.000,Variant 13,13,complete,Simulated process instance,,,,
106,Register,System,1970-01-03 21:58:00.000,1970-01-03 21:58:00.000,Variant 5,5,complete,Simulated process instance,,,,
106,Analyze Defect,Tester3,1970-01-03 21:58:00.000,1970-01-03 22:05:00.000,Variant 5,5,complete,Simulated process instance,4,T1,,
106,Repair (Simple),SolverS2,1970-01-03 22:10:00.000,1970-01-03 22:23:00.000,Variant 5,5,complete,Simulated process instance,,,,
106,Inform User,System,1970-01-03 22:20:00.000,1970-01-03 22:20:00.000,Variant 5,5,complete,Simulated process instance,,,,
106,Test Repair,Tester6,1970-01-03 22:23:00.000,1970-01-03 22:33:00.000,Variant 5,5,complete,Simulated process instance,,,1,true
106,Archive Repair,System,1970-01-03 22:38:00.000,1970-01-03 22:38:00.000,Variant 5,5,complete,Simulated process instance,,,1,true
1060,Register,System,1970-01-23 13:19:00.000,1970-01-23 13:19:00.000,Variant 13,13,complete,Simulated process instance,,,,
1060,Analyze Defect,Tester2,1970-01-23 13:19:00.000,1970-01-23 13:29:00.000,Variant 13,13,complete,Simulated process instance,6,T2,,
1060,Repair (Complex),SolverC1,1970-01-23 13:30:00.000,1970-01-23 13:45:00.000,Variant 13,13,complete,Simulated process instance,,,,
1060,Test Repair,Tester5,1970-01-23 13:45:00.000,1970-01-23 13:53:00.000,Variant 13,13,complete,Simulated process instance,,,0,true
1060,Inform User,System,1970-01-23 13:57:00.000,1970-01-23 13:57:00.000,Variant 13,13,complete,Simulated process instance,,,,
1061,Register,System,1970-01-24 04:07:00.000,1970-01-24 04:07:00.000,Variant 33,33,complete,Simulated process instance,,,,
1061,Analyze Defect,Tester6,1970-01-24 04:07:00.000,1970-01-24 04:13:00.000,Variant 33,33,complete,Simulated process instance,2,T3,,
1061,Repair (Simple),SolverS1,1970-01-24 04:18:00.000,1970-01-24 04:24:00.000,Variant 33,33,complete,Simulated process instance,,,,
1061,Test Repair,Tester2,1970-01-24 04:24:00.000,1970-01-24 04:30:00.000,Variant 33,33,complete,Simulated process instance,,,1,false
1061,Restart Repair,System,1970-01-24 04:40:00.000,1970-01-24 04:40:00.000,Variant 33,33,complete,Simulated process instance,,,,
1061,Repair (Simple),SolverS3,1970-01-24 04:40:00.000,1970-01-24 04:54:00.000,Variant 33,33,complete,Simulated process instance,,,,
1061,Inform User,System,1970-01-24 04:45:00.000,1970-01-24 04:45:00.000,Variant 33,33,complete,Simulated process instance,,,,
1061,Test Repair,Tester4,1970-01-24 04:54:00.000,1970-01-24 05:00:00.000,Variant 33,33,complete,Simulated process instance,,,2,true
1062,Register,System,1970-01-24 05:42:00.000,1970-01-24 05:42:00.000,Variant 12,12,complete,Simulated process instance,,,,
1062,Analyze Defect,Tester6,1970-01-24 05:42:00.000,1970-01-24 05:51:00.000,Variant 12,12,complete,Simulated process instance,5,T3,,
1062,Repair (Simple),SolverS2,1970-01-24 05:54:00.000,1970-01-24 06:06:00.000,Variant 12,12,complete,Simulated process instance,,,,
1062,Test Repair,Tester3,1970-01-24 06:06:00.000,1970-01-24 06:14:00.000,Variant 12,12,complete,Simulated process instance,,,1,true
1062,Inform User,System,1970-01-24 06:25:00.000,1970-01-24 06:25:00.000,Variant 12,12,complete,Simulated process instance,,,,
1063,Register,System,1970-01-22 19:57:00.000,1970-01-22 19:57:00.000,Variant 12,12,complete,Simulated process instance,,,,
1063,Analyze Defect,Tester3,1970-01-22 19:57:00.000,1970-01-22 20:05:00.000,Variant 12,12,complete,Simulated process instance,2,T1,,
1063,Repair (Simple),SolverS3,1970-01-22 20:11:00.000,1970-01-22 20:27:00.000,Variant 12,12,complete,Simulated process instance,,,,
1063,Test Repair,Tester2,1970-01-22 20:27:00.000,1970-01-22 20:35:00.000,Variant 12,12,complete,Simulated process instance,,,1,true
1063,Inform User,System,1970-01-22 20:50:00.000,1970-01-22 20:50:00.000,Variant 12,12,complete,Simulated process instance,,,,
1064,Register,System,1970-01-24 03:13:00.000,1970-01-24 03:13:00.000,Variant 13,13,complete,Simulated process instance,,,,
1064,Analyze Defect,Tester2,1970-01-24 03:13:00.000,1970-01-24 03:18:00.000,Variant 13,13,complete,Simulated process instance,7,T3,,
1064,Repair (Complex),SolverC1,1970-01-24 03:32:00.000,1970-01-24 03:43:00.000,Variant 13,13,complete,Simulated process instance,,,,
1064,Test Repair,Tester6,1970-01-24 03:43:00.000,1970-01-24 03:49:00.000,Variant 13,13,complete,Simulated process instance,,,0,true
1064,Inform User,System,1970-01-24 03:58:00.000,1970-01-24 03:58:00.000,Variant 13,13,complete,Simulated process instance,,,,
1065,Register,System,1970-01-23 19:10:00.000,1970-01-23 19:10:00.000,Variant 10,10,complete,Simulated process instance,,,,
1065,Analyze Defect,Tester3,1970-01-23 19:10:00.000,1970-01-23 19:19:00.000,Variant 10,10,complete,Simulated process instance,7,T1,,
1065,Repair (Complex),SolverC3,1970-01-23 19:25:00.000,1970-01-23 20:09:00.000,Variant 10,10,complete,Simulated process instance,,,,
1065,Inform User,System,1970-01-23 19:43:00.000,1970-01-23 19:43:00.000,Variant 10,10,complete,Simulated process instance,,,,
1065,Test Repair,Tester1,1970-01-23 20:09:00.000,1970-01-23 20:18:00.000,Variant 10,10,complete,Simulated process instance,,,0,true
1066,Register,System,1970-01-24 03:48:00.000,1970-01-24 03:48:00.000,Variant 21,21,complete,Simulated process instance,,,,
1066,Analyze Defect,Tester4,1970-01-24 03:48:00.000,1970-01-24 03:58:00.000,Variant 21,21,complete,Simulated process instance,3,T3,,
1066,Repair (Simple),SolverS2,1970-01-24 04:11:00.000,1970-01-24 04:22:00.000,Variant 21,21,complete,Simulated process instance,,,,
1066,Inform User,System,1970-01-24 04:22:00.000,1970-01-24 04:22:00.000,Variant 21,21,complete,Simulated process instance,,,,
1066,Test Repair,Tester4,1970-01-24 04:22:00.000,1970-01-24 04:28:00.000,Variant 21,21,complete,Simulated process instance,,,1,true
1067,Register,System,1970-01-24 05:13:00.000,1970-01-24 05:13:00.000,Variant 44,44,complete,Simulated process instance,,,,
1067,Analyze Defect,Tester3,1970-01-24 05:13:00.000,1970-01-24 05:20:00.000,Variant 44,44,complete,Simulated process instance,6,T1,,
1067,Repair (Simple),SolverS1,1970-01-24 05:39:00.000,1970-01-24 05:45:00.000,Variant 44,44,complete,Simulated process instance,,,,
1067,Test Repair,Tester3,1970-01-24 05:45:00.000,1970-01-24 05:53:00.000,Variant 44,44,complete,Simulated process instance,,,1,false
1067,Restart Repair,System,1970-01-24 05:58:00.000,1970-01-24 05:58:00.000,Variant 44,44,complete,Simulated process instance,,,,
1067,Repair (Complex),SolverC2,1970-01-24 05:58:00.000,1970-01-24 06:10:00.000,Variant 44,44,complete,Simulated process instance,,,,
1067,Inform User,System,1970-01-24 06:01:00.000,1970-01-24 06:01:00.000,Variant 44,44,complete,Simulated process instance,,,,
1067,Test Repair,Tester2,1970-01-24 06:10:00.000,1970-01-24 06:20:00.000,Variant 44,44,complete,Simulated process instance,,,1,true
1068,Register,System,1970-01-23 09:48:00.000,1970-01-23 09:48:00.000,Variant 12,12,complete,Simulated process instance,,,,
1068,Analyze Defect,Tester4,1970-01-23 09:48:00.000,1970-01-23 09:57:00.000,Variant 12,12,complete,Simulated process instance,4,T3,,
1068,Repair (Simple),SolverS2,1970-01-23 10:22:00.000,1970-01-23 10:34:00.000,Variant 12,12,complete,Simulated process instance,,,,
1068,Test Repair,Tester1,1970-01-23 10:34:00.000,1970-01-23 10:41:00.000,Variant 12,12,complete,Simulated process instance,,,1,true
1068,Inform User,System,1970-01-23 10:40:00.000,1970-01-23 10:40:00.000,Variant 12,12,complete,Simulated process instance,,,,
1069,Register,System,1970-01-24 01:00:00.000,1970-01-24 01:00:00.000,Variant 10,10,complete,Simulated process instance,,,,
1069,Analyze Defect,Tester3,1970-01-24 01:00:00.000,1970-01-24 01:08:00.000,Variant 10,10,complete,Simulated process instance,5,T2,,
1069,Repair (Complex),SolverC2,1970-01-24 01:34:00.000,1970-01-24 01:50:00.000,Variant 10,10,complete,Simulated process instance,,,,
1069,Inform User,System,1970-01-24 01:42:00.000,1970-01-24 01:42:00.000,Variant 10,10,complete,Simulated process instance,,,,
1069,Test Repair,Tester3,1970-01-24 01:50:00.000,1970-01-24 01:55:00.000,Variant 10,10,complete,Simulated process instance,,,0,true
107,Register,System,1970-01-03 12:58:00.000,1970-01-03 12:58:00.000,Variant 5,5,complete,Simulated process instance,,,,
107,Analyze Defect,Tester3,1970-01-03 12:58:00.000,1970-01-03 13:05:00.000,Variant 5,5,complete,Simulated process instance,5,T3,,
107,Repair (Simple),SolverS3,1970-01-03 13:10:00.000,1970-01-03 13:28:00.000,Variant 5,5,complete,Simulated process instance,,,,
107,Inform User,System,1970-01-03 13:24:00.000,1970-01-03 13:24:00.000,Variant 5,5,complete,Simulated process instance,,,,
107,Test Repair,Tester1,1970-01-03 13:28:00.000,1970-01-03 13:34:00.000,Variant 5,5,complete,Simulated process instance,,,1,true
107,Archive Repair,System,1970-01-03 13:43:00.000,1970-01-03 13:43:00.000,Variant 5,5,complete,Simulated process instance,,,1,true
1070,Register,System,1970-01-23 11:58:00.000,1970-01-23 11:58:00.000,Variant 48,48,complete,Simulated process instance,,,,
1070,Analyze Defect,Tester3,1970-01-23 11:58:00.000,1970-01-23 12:06:00.000,Variant 48,48,complete,Simulated process instance,3,T3,,
1070,Inform User,System,1970-01-23 12:24:00.000,1970-01-23 12:24:00.000,Variant 48,48,complete,Simulated process instance,,,,
1070,Repair (Simple),SolverS1,1970-01-23 12:29:00.000,1970-01-23 12:34:00.000,Variant 48,48,complete,Simulated process instance,,,,
1070,Test Repair,Tester3,1970-01-23 12:34:00.000,1970-01-23 12:42:00.000,Variant 48,48,complete,Simulated process instance,,,1,false
1070,Restart Repair,System,1970-01-23 12:48:00.000,1970-01-23 12:48:00.000,Variant 48,48,complete,Simulated process instance,,,,
1070,Repair (Simple),SolverS1,1970-01-23 12:48:00.000,1970-01-23 12:53:00.000,Variant 48,48,complete,Simulated process instance,,,,
1070,Test Repair,Tester4,1970-01-23 12:53:00.000,1970-01-23 12:58:00.000,Variant 48,48,complete,Simulated process instance,,,2,false
1070,Restart Repair,System,1970-01-23 13:07:00.000,1970-01-23 13:07:00.000,Variant 48,48,complete,Simulated process instance,,,,
1070,Repair (Simple),SolverS2,1970-01-23 13:07:00.000,1970-01-23 13:19:00.000,Variant 48,48,complete,Simulated process instance,,,,
1070,Test Repair,Tester1,1970-01-23 13:19:00.000,1970-01-23 13:28:00.000,Variant 48,48,complete,Simulated process instance,,,3,true
1071,Register,System,1970-01-23 21:19:00.000,1970-01-23 21:19:00.000,Variant 21,21,complete,Simulated process instance,,,,
1071,Analyze Defect,Tester1,1970-01-23 21:19:00.000,1970-01-23 21:25:00.000,Variant 21,21,complete,Simulated process instance,1,T3,,
1071,Repair (Simple),SolverS2,1970-01-23 21:47:00.000,1970-01-23 21:56:00.000,Variant 21,21,complete,Simulated process instance,,,,
1071,Inform User,System,1970-01-23 21:55:00.000,1970-01-23 21:55:00.000,Variant 21,21,complete,Simulated process instance,,,,
1071,Test Repair,Tester1,1970-01-23 21:56:00.000,1970-01-23 22:01:00.000,Variant 21,21,complete,Simulated process instance,,,1,true
1072,Register,System,1970-01-23 02:10:00.000,1970-01-23 02:10:00.000,Variant 48,48,complete,Simulated process instance,,,,
1072,Analyze Defect,Tester2,1970-01-23 02:10:00.000,1970-01-23 02:18:00.000,Variant 48,48,complete,Simulated process instance,1,T3,,
1072,Inform User,System,1970-01-23 02:38:00.000,1970-01-23 02:38:00.000,Variant 48,48,complete,Simulated process instance,,,,
1072,Repair (Simple),SolverS1,1970-01-23 02:43:00.000,1970-01-23 02:48:00.000,Variant 48,48,complete,Simulated process instance,,,,
1072,Test Repair,Tester6,1970-01-23 02:48:00.000,1970-01-23 02:53:00.000,Variant 48,48,complete,Simulated process instance,,,1,false
1072,Restart Repair,System,1970-01-23 03:02:00.000,1970-01-23 03:02:00.000,Variant 48,48,complete,Simulated process instance,,,,
1072,Repair (Simple),SolverS1,1970-01-23 03:02:00.000,1970-01-23 03:09:00.000,Variant 48,48,complete,Simulated process instance,,,,
1072,Test Repair,Tester4,1970-01-23 03:09:00.000,1970-01-23 03:19:00.000,Variant 48,48,complete,Simulated process instance,,,2,false
1072,Restart Repair,System,1970-01-23 03:25:00.000,1970-01-23 03:25:00.000,Variant 48,48,complete,Simulated process instance,,,,
1072,Repair (Simple),SolverS3,1970-01-23 03:25:00.000,1970-01-23 03:37:00.000,Variant 48,48,complete,Simulated process instance,,,,
1072,Test Repair,Tester3,1970-01-23 03:37:00.000,1970-01-23 03:47:00.000,Variant 48,48,complete,Simulated process instance,,,3,true
1073,Register,System,1970-01-24 02:50:00.000,1970-01-24 02:50:00.000,Variant 13,13,complete,Simulated process instance,,,,
1073,Analyze Defect,Tester4,1970-01-24 02:50:00.000,1970-01-24 02:55:00.000,Variant 13,13,complete,Simulated process instance,7,T3,,
1073,Repair (Complex),SolverC1,1970-01-24 02:58:00.000,1970-01-24 03:08:00.000,Variant 13,13,complete,Simulated process instance,,,,
1073,Test Repair,Tester1,1970-01-24 03:08:00.000,1970-01-24 03:16:00.000,Variant 13,13,complete,Simulated process instance,,,0,true
1073,Inform User,System,1970-01-24 03:25:00.000,1970-01-24 03:25:00.000,Variant 13,13,complete,Simulated process instance,,,,
1074,Register,System,1970-01-23 04:13:00.000,1970-01-23 04:13:00.000,Variant 10,10,complete,Simulated process instance,,,,
1074,Analyze Defect,Tester6,1970-01-23 04:13:00.000,1970-01-23 04:21:00.000,Variant 10,10,complete,Simulated process instance,8,T2,,
1074,Repair (Complex),SolverC3,1970-01-23 04:24:00.000,1970-01-23 05:09:00.000,Variant 10,10,complete,Simulated process instance,,,,
1074,Inform User,System,1970-01-23 04:54:00.000,1970-01-23 04:54:00.000,Variant 10,10,complete,Simulated process instance,,,,
1074,Test Repair,Tester1,1970-01-23 05:09:00.000,1970-01-23 05:15:00.000,Variant 10,10,complete,Simulated process instance,,,0,true
1075,Register,System,1970-01-24 04:22:00.000,1970-01-24 04:22:00.000,Variant 13,13,complete,Simulated process instance,,,,
1075,Analyze Defect,Tester1,1970-01-24 04:22:00.000,1970-01-24 04:29:00.000,Variant 13,13,complete,Simulated process instance,9,T2,,
1075,Repair (Complex),SolverC2,1970-01-24 04:30:00.000,1970-01-24 04:40:00.000,Variant 13,13,complete,Simulated process instance,,,,
1075,Test Repair,Tester5,1970-01-24 04:40:00.000,1970-01-24 04:46:00.000,Variant 13,13,complete,Simulated process instance,,,0,true
1075,Inform User,System,1970-01-24 04:54:00.000,1970-01-24 04:54:00.000,Variant 13,13,complete,Simulated process instance,,,,
1076,Register,System,1970-01-23 17:02:00.000,1970-01-23 17:02:00.000,Variant 10,10,complete,Simulated process instance,,,,
1076,Analyze Defect,Tester2,1970-01-23 17:02:00.000,1970-01-23 17:11:00.000,Variant 10,10,complete,Simulated process instance,7,T1,,
1076,Repair (Complex),SolverC3,1970-01-23 17:24:00.000,1970-01-23 18:14:00.000,Variant 10,10,complete,Simulated process instance,,,,
1076,Inform User,System,1970-01-23 17:45:00.000,1970-01-23 17:45:00.000,Variant 10,10,complete,Simulated process instance,,,,
1076,Test Repair,Tester3,1970-01-23 18:14:00.000,1970-01-23 18:20:00.000,Variant 10,10,complete,Simulated process instance,,,0,true
1078,Register,System,1970-01-23 03:52:00.000,1970-01-23 03:52:00.000,Variant 43,43,complete,Simulated process instance,,,,
1078,Analyze Defect,Tester5,1970-01-23 03:52:00.000,1970-01-23 03:57:00.000,Variant 43,43,complete,Simulated process instance,2,T1,,
1078,Repair (Simple),SolverS1,1970-01-23 03:59:00.000,1970-01-23 04:04:00.000,Variant 43,43,complete,Simulated process instance,,,,
1078,Test Repair,Tester1,1970-01-23 04:04:00.000,1970-01-23 04:10:00.000,Variant 43,43,complete,Simulated process instance,,,1,false
1078,Restart Repair,System,1970-01-23 04:17:00.000,1970-01-23 04:17:00.000,Variant 43,43,complete,Simulated process instance,,,,
1078,Repair (Simple),SolverS2,1970-01-23 04:17:00.000,1970-01-23 04:31:00.000,Variant 43,43,complete,Simulated process instance,,,,
1078,Test Repair,Tester2,1970-01-23 04:31:00.000,1970-01-23 04:39:00.000,Variant 43,43,complete,Simulated process instance,,,2,true
1078,Inform User,System,1970-01-23 04:39:00.000,1970-01-23 04:39:00.000,Variant 43,43,complete,Simulated process instance,,,,
1079,Register,System,1970-01-23 01:29:00.000,1970-01-23 01:29:00.000,Variant 10,10,complete,Simulated process instance,,,,
1079,Analyze Defect,Tester3,1970-01-23 01:29:00.000,1970-01-23 01:36:00.000,Variant 10,10,complete,Simulated process instance,8,T2,,
1079,Repair (Complex),SolverC3,1970-01-23 01:52:00.000,1970-01-23 02:41:00.000,Variant 10,10,complete,Simulated process instance,,,,
1079,Inform User,System,1970-01-23 01:54:00.000,1970-01-23 01:54:00.000,Variant 10,10,complete,Simulated process instance,,,,
1079,Test Repair,Tester3,1970-01-23 02:41:00.000,1970-01-23 02:51:00.000,Variant 10,10,complete,Simulated process instance,,,0,true
108,Register,System,1970-01-04 16:12:00.000,1970-01-04 16:12:00.000,Variant 1,1,complete,Simulated process instance,,,,
108,Analyze Defect,Tester3,1970-01-04 16:12:00.000,1970-01-04 16:19:00.000,Variant 1,1,complete,Simulated process instance,7,T1,,
108,Repair (Complex),SolverC3,1970-01-04 16:27:00.000,1970-01-04 17:07:00.000,Variant 1,1,complete,Simulated process instance,,,,
108,Inform User,System,1970-01-04 16:35:00.000,1970-01-04 16:35:00.000,Variant 1,1,complete,Simulated process instance,,,,
108,Test Repair,Tester1,1970-01-04 17:07:00.000,1970-01-04 17:13:00.000,Variant 1,1,complete,Simulated process instance,,,0,true
108,Archive Repair,System,1970-01-04 17:20:00.000,1970-01-04 17:20:00.000,Variant 1,1,complete,Simulated process instance,,,0,true
1080,Register,System,1970-01-23 13:25:00.000,1970-01-23 13:25:00.000,Variant 26,26,complete,Simulated process instance,,,,
1080,Analyze Defect,Tester3,1970-01-23 13:25:00.000,1970-01-23 13:34:00.000,Variant 26,26,complete,Simulated process instance,9,T1,,
1080,Inform User,System,1970-01-23 13:54:00.000,1970-01-23 13:54:00.000,Variant 26,26,complete,Simulated process instance,,,,
1080,Repair (Complex),SolverC2,1970-01-23 13:58:00.000,1970-01-23 14:18:00.000,Variant 26,26,complete,Simulated process instance,,,,
1080,Test Repair,Tester2,1970-01-23 14:18:00.000,1970-01-23 14:24:00.000,Variant 26,26,complete,Simulated process instance,,,0,true
1081,Register,System,1970-01-23 23:29:00.000,1970-01-23 23:29:00.000,Variant 13,13,complete,Simulated process instance,,,,
1081,Analyze Defect,Tester1,1970-01-23 23:29:00.000,1970-01-23 23:39:00.000,Variant 13,13,complete,Simulated process instance,7,T2,,
1081,Repair (Complex),SolverC2,1970-01-23 23:55:00.000,1970-01-24 00:15:00.000,Variant 13,13,complete,Simulated process instance,,,,
1081,Test Repair,Tester2,1970-01-24 00:15:00.000,1970-01-24 00:20:00.000,Variant 13,13,complete,Simulated process instance,,,0,true
1081,Inform User,System,1970-01-24 00:25:00.000,1970-01-24 00:25:00.000,Variant 13,13,complete,Simulated process instance,,,,
1082,Register,System,1970-01-24 03:31:00.000,1970-01-24 03:31:00.000,Variant 44,44,complete,Simulated process instance,,,,
1082,Analyze Defect,Tester5,1970-01-24 03:31:00.000,1970-01-24 03:37:00.000,Variant 44,44,complete,Simulated process instance,6,T1,,
1082,Repair (Simple),SolverS1,1970-01-24 03:53:00.000,1970-01-24 04:00:00.000,Variant 44,44,complete,Simulated process instance,,,,
1082,Test Repair,Tester2,1970-01-24 04:00:00.000,1970-01-24 04:09:00.000,Variant 44,44,complete,Simulated process instance,,,1,false
1082,Restart Repair,System,1970-01-24 04:15:00.000,1970-01-24 04:15:00.000,Variant 44,44,complete,Simulated process instance,,,,
1082,Repair (Complex),SolverC3,1970-01-24 04:15:00.000,1970-01-24 04:59:00.000,Variant 44,44,complete,Simulated process instance,,,,
1082,Inform User,System,1970-01-24 04:25:00.000,1970-01-24 04:25:00.000,Variant 44,44,complete,Simulated process instance,,,,
1082,Test Repair,Tester1,1970-01-24 04:59:00.000,1970-01-24 05:06:00.000,Variant 44,44,complete,Simulated process instance,,,1,true
1083,Register,System,1970-01-23 18:23:00.000,1970-01-23 18:23:00.000,Variant 10,10,complete,Simulated process instance,,,,
1083,Analyze Defect,Tester3,1970-01-23 18:23:00.000,1970-01-23 18:32:00.000,Variant 10,10,complete,Simulated process instance,8,T2,,
1083,Repair (Complex),SolverC2,1970-01-23 18:34:00.000,1970-01-23 18:52:00.000,Variant 10,10,complete,Simulated process instance,,,,
1083,Inform User,System,1970-01-23 18:48:00.000,1970-01-23 18:48:00.000,Variant 10,10,complete,Simulated process instance,,,,
1083,Test Repair,Tester4,1970-01-23 18:52:00.000,1970-01-23 19:00:00.000,Variant 10,10,complete,Simulated process instance,,,0,true
1084,Register,System,1970-01-23 23:22:00.000,1970-01-23 23:22:00.000,Variant 10,10,complete,Simulated process instance,,,,
1084,Analyze Defect,Tester4,1970-01-23 23:22:00.000,1970-01-23 23:31:00.000,Variant 10,10,complete,Simulated process instance,7,T3,,
1084,Repair (Complex),SolverC1,1970-01-23 23:51:00.000,1970-01-24 00:07:00.000,Variant 10,10,complete,Simulated process instance,,,,
